title, studio, total_gross, total_gross_theaters, opening, opening_theaters, open
The Nutty Professor (1996), Uni., $128814019, 2239, $25411725, 2115, 6/28/1996
The Nutty Professor II: The Klumps, Uni., $123309890, 3251, $42518830, 3242, 7/28/2000
Nymphomaniac: Director's Cut, Magn., n/a, n/a, n/a, n/a, 10/3/2014
Nymphomaniac: Volume I, Magn., $785896, 59, $158369, 25, 3/21/2014
Nymphomaniac: Volume II, Magn., $327167, 31, $74978, 30, 4/4/2014
O, Lions, $16025437, 1464, $5655658, 1434, 8/31/2001
O Brother Where Art Thou?, BV, $45512588, 847, $195104, 5, 12/22/2000
O Fantasma, Pict., $126783, 1, $10953, 1, 11/22/2002
O Jerusalem, IDP, $234480, 26, $31165, 12, 10/17/2007
O'Horten, SPC, $302232, 23, $24938, 8, 5/22/2009
O.C. and Stiggs, MGM, $29815, 18, $6273, 18, 7/10/1987
Oasis, Life, $10304, 2, $6485, 2, 5/7/2004
Oasis: Supersonic, A24, $242867, 106, $16880, 14, 10/26/2016
The Oath, Zeit., $42273, 4, $5760, 1, 5/7/2010
The Obama Effect, ArcEnt, $110904, 25, $83896, 25, 7/13/2012
Obit., KL, $315049, 22, n/a, n/a, 1/5/2017
The Object of Beauty, Ave, $5136759, 18, $208119, 18, 4/12/1991
The Object of My Affection, Fox, $29187243, 1990, $9725855, 1890, 4/17/1998
The Objective, IFC, $95, 1, $95, 1, 2/4/2009
Oblivion, Uni., $89107235, 3792, $37054485, 3783, 4/19/2013
Obscene, Arth., n/a, n/a, n/a, n/a, 9/26/2008
Observe and Report, WB, $24007324, 2727, $11017334, 2727, 4/10/2009
Obsessed, SGem, $68261644, 2634, $28612730, 2514, 4/24/2009
Obsession, Col., n/a, n/a, n/a, n/a, 8/1/1976
Obvious Child, A24, $3123963, 202, $77315, 3, 6/6/2014
OC87, FKF, $43583, 6, $5733, 1, 5/25/2012
Occupation: Dreamland, Rum., $8018, 2, $8018, 2, 9/23/2005
Occupy Unmasked, Magn., $52768, 4, $40952, 4, 9/21/2012
Ocean Waves, GK, $83962, 17, $4942, 1, 12/28/2016
Ocean's 11, WB, n/a, n/a, n/a, n/a, 8/10/1960
Ocean's 8, WB, n/a, n/a, n/a, n/a, 6/8/2018
Ocean's Eleven, WB, $183417150, 3075, $38107822, 3075, 12/7/2001
Ocean's Thirteen, WB, $117154724, 3565, $36133403, 3565, 6/8/2007
Ocean's Twelve, WB, $125544280, 3290, $39153380, 3290, 12/10/2004
Oceans, BV, $19422319, 1232, $6058958, 1206, 4/22/2010
The Octagon, AmCi, $18971000, n/a, n/a, n/a, 8/14/1980
October Baby, 5&2, $199442*, 14, $102096, 13, 10/28/2011
October Baby (2012), Gold., $5157886*, 390, $1697130, 390, 3/23/2012
October Country, ICir, $26185, 4, $7026, 1, 2/12/2010
October Sky, Uni., $32547800, 1702, $5905250, 1495, 2/19/1999
Octopussy, MGM, $67893619, 1339, $8902564, 1311, 6/10/1983
Octubre, NYer, $32127, 2, $7054, 2, 5/6/2011
Oculus, Rela., $27695246, 2648, $12005402, 2648, 4/11/2014
The Odd Couple, Par., $44527234, n/a, n/a, n/a, 5/2/1968
The Odd Couple II, Par., $18912328, 1852, $4810288, 1650, 4/10/1998
The Odd Life of Timothy Green, BV, $51854875, 2717, $10822903, 2598, 8/15/2012
Ode to My Father, CJ, $2300121, 38, $33880, 1, 12/25/2014
Of Gods and Men, SPC, $3954651, 120, $308895, 33, 2/25/2011
Of Horses and Men, MBox, $11894, 2, $9565, 1, 3/6/2015
Of Love and Shadows, Mira., $19710, 4, $6357, 2, 5/10/1996
Of Mice and Men, MGM, $5471088, 398, $97851, 13, 10/2/1992
Of Mind and Music, Mont., $15073, 3, $932, 1, 2/12/2016
Of Time and the City, Strand, $32677, 2, $5595, 1, 1/21/2009
Of Unknown Origin, WB, $1080470, 199, $540446, 199, 11/23/1983
Off and Running, FRun, $18262, 1, $7978, 1, 1/29/2010
Off Beat, BV, $4842778, 1127, $2011192, 1127, 4/11/1986
Off Limits, Fox, $7242035, 1371, $2796111, 1366, 3/11/1988
Off the Black, Think, $24425, 4, $6763, 2, 12/8/2006
Off the Lip, Hann., $15217, 31, $10608, 31, 5/7/2004
Off the Map, Hole., $1317167, 70, $50865, 10, 3/11/2005
Off the Menu..., N.Arts, $19285, n/a, n/a, n/a, 5/15/1998
Off the Rails, TFC, $34249, 3, $8795, 1, 11/18/2016
The Offence, UA, n/a, n/a, n/a, n/a, 5/11/1973
Offender, , n/a, n/a, n/a, n/a, N/A
Offender, , n/a, n/a, n/a, n/a, N/A
Offender, , n/a, n/a, n/a, n/a, N/A
Offender, S, n/a, n/a, n/a, n/a, N/A
The Office, CL, $63675, 15, $34144, 15, 9/18/2015
Office Christmas Party, Par., $54767494, 3210, $17500000, 3210, 12/9/2016
Office Killer, Strand, $76054, n/a, n/a, n/a, 12/3/1997
Office Space, Fox, $10827810, 1740, $4231727, 1740, 2/19/1999
An Officer and a Gentleman, Par., $129795554, 1050, $3304679, 346, 7/30/1982
Officer Down, Anch., $1463, 1, $1061, 1, 1/18/2013
Officer Downe, Magn., $850, 2, $470, 2, 11/18/2016
The Official Story, ALM, $29426, 1, $29426, 1, 11/8/1985
Offside, SPC, $180530, 17, $18003, 5, 3/23/2007
The Offspring, MovE, $1355728, 137, $154991, 55, 9/4/1987
The Ogre, Kino, $50935, n/a, n/a, n/a, 12/11/1998
The OH in Ohio, Cyan, $418689, 20, $61043, 14, 7/14/2006
Oh My God?, Mitro., $38244, 7, $8263, 3, 11/13/2009
Oh God!, WB, $41687243, 198, $2040920, 198, 10/7/1977
Oh God! Book II, WB, $14504277, n/a, $3439846, 1033, 10/3/1980
Oh God! You Devil!, WB, $21538850, 1384, $5560001, 1384, 11/9/1984
Oh Heavenly Dog!, Fox, $6216067, n/a, $323320, 114, 7/11/1980
Ok Jaanu, FIP, $355922, 121, $225968, 121, 1/13/2017
OKA!, Da., $18364, 2, $4461, 1, 10/14/2011
Oklahoma!, Fox, n/a, n/a, n/a, n/a, 10/11/1955
The Old Dark House (2017 re-issue), Cohen, $25678, 1, n/a, n/a, 10/27/2017
Old Dog, Icar., n/a, n/a, n/a, n/a, 5/15/2013
Old Dogs, BV, $49492060, 3425, $16894511, 3425, 11/25/2009
Old Fashioned, Free, $1914090, 298, $38965, 3, 2/6/2015
The Old Fashioned Way, Par., n/a, n/a, n/a, n/a, 7/13/1934
Old Gringo, Col., $3574256, 237, $1151749, 237, 10/6/1989
Old Joy, Kino, $255923, 12, $3310, 1, 8/25/2006
Old School, DW, $75585093, 2742, $17453216, 2689, 2/21/2003
Old Stone, Zeit., $7476, 6, $1676, 1, 11/30/2016
Oldboy, Tar., $707481, 28, $68957, 5, 3/25/2005
Oldboy (2013), FD, $2193658, 583, $885382, 583, 11/27/2013
Oleanna, Gold., $124693, 22, $25316, 15, 11/4/1994
Oliver & Company, BV, $53279055*, 1503, $4022752, 952, 11/18/1988
Oliver & Company (Re-issue), BV, $20872291*, 2189, $4490921, 2180, 3/29/1996
Oliver Twist, Sony, $2080321, 779, $68447, 5, 9/23/2005
Olivia Experiment, Indic., $15122, 6, $2754, 2, 8/22/2014
Olivier Olivier, SPC, $1154476, n/a, n/a, n/a, 3/3/1993
Olly Olly Oxen Free, Sanr., n/a, n/a, n/a, n/a, Aug 1978
Olvidados (Forgotten), CLS, $24638, 1, $2791, 1, 9/18/2015
Olympus Has Fallen, FD, $98925640, 3106, $30373794, 3098, 3/22/2013
Om Shanti Om, Eros, $3597372, 114, $1764131, 114, 11/9/2007
Omar, AF, $356000, 53, $157000, 53, 2/21/2014
The Omega Code, Prov., $12614346, 450, $2354362, 304, 10/15/1999
The Omen, Fox, $60922980, 515, $4273886, 515, 6/25/1976
The Omen (2006), Fox, $54607383, 2723, $16026496, 2723, 6/6/2006
Omkara, Eros, $1244576, 47, $427400, 47, 7/28/2006
On a Clear Day, Focus, $191033, 33, $17303, 5, 4/7/2006
On a Clear Day You Can See Forever, Par., $14000000, n/a, n/a, n/a, 6/17/1970
On an Island with You, MGM, n/a, n/a, n/a, n/a, 5/3/1948
On Any Sunday: The Next Chapter, Hann., $543044, 231, $320894, 231, 11/7/2014
On Broadway, N/A, $23968, 5, $8268, 5, 3/14/2008
On Chesil Beach, BST, n/a, n/a, n/a, n/a, 6/15/2018
On Deadly Ground, WB, $38590458, 2010, $12679573, 2010, 2/18/1994
On Golden Pond, Uni., $119285432, 1015, $89213, 2, 12/4/1981
On Guard, Emp., $97552, 4, $11756, 1, 10/18/2002
On Her Majesty's Secret Service, UA, $22774493, n/a, n/a, n/a, 12/18/1969
On Line, Indic., $167102, 7, $25658, 6, 6/27/2003
On Meditation, KL, $4322, 2, n/a, n/a, 7/27/2016
On Moonlight Bay, WB, n/a, n/a, n/a, n/a, 7/26/1951
On My Way, Cohen, $317324, 32, $10536, 1, 3/14/2014
On the Avenue, Fox, n/a, n/a, n/a, n/a, 2/4/1937
On the Beach at Night Alone, CGld, $7594, 2, $7594, 1, 11/17/2017
On the Bowery (re-release), Mile., $41802, 1, $13236, 1, 9/17/2010
On the Ice, PMKBNC, $73492, 5, $17901, 4, 2/17/2012
On the Job, WGUSA, $164620, 29, $56098, 29, 9/27/2013
On the Line, Mira., $4365455, 901, $2307063, 900, 10/26/2001
On The Map, Jude, $17099, 4, n/a, n/a, 11/25/2016
On the Other Hand Death, Reg., $2892, 2, $1537, 1, 7/18/2008
On the Other Side of the Tracks, Wein., $9572, 50, $5923, 50, 4/4/2014
On the Outs, Fader, $49940, 11, $7765, 1, 7/13/2005
On the Right Track, Uni., n/a, n/a, n/a, n/a, 3/6/1981
On the Riviera, Fox, n/a, n/a, n/a, n/a, 4/20/1951
On the Road, IFC, $744296, 107, $39550, 4, 12/21/2012
On the Ropes, Wells, $46737, 5, $7431, 1, 8/18/1999
On the Rumba River, FRun, $1698, 1, $1156, 1, 6/6/2008
On the Run: Trilogy 1, Magn., $65172, 4, $8653, 1, 1/30/2004
On the Town, MGM, n/a, n/a, n/a, n/a, 12/8/1949
On the Waterfront, Col., n/a, n/a, n/a, n/a, 7/28/1954
On the Way to School, Distrib., $7424, 2, n/a, n/a, 2/6/2015
On War, Indic., $5086, 2, $2210, 1, 11/20/2015
On Wings of Eagles, AD, n/a, n/a, n/a, n/a, 11/3/2017
Once, FoxS, $9439923, 150, $61901, 2, 5/16/2007
Once a Thief, MGM, n/a, n/a, n/a, n/a, 9/8/1965
Once Around, Uni., $14851083, 735, $309571, 16, 1/18/1991
Once Bitten, Gold., $10000000, 1095, $4025657, 1095, 11/15/1985
Once I Was a Beehive, Purd., $732655, 32, $48409, 19, 8/14/2015
Once in a Lifetime, Mira., $144601, 12, $9805, 1, 7/7/2006
Once in the Life, Lions, $54780, 15, $28358, 15, 10/27/2000
Once Is Not Enough, Par., $15700729, n/a, n/a, n/a, 6/18/1975
Once Upon a Crime, MGM, $8669847, 1101, $3249740, 1101, 3/6/1992
Once Upon a Forest, Fox, $6582052, 1496, $2206251, 1487, 6/18/1993
Once Upon A Time, WGUSA, $485728, 51, $249933, 51, 8/11/2017
Once Upon a Time in America, WB, $5321508, 894, $2412014, 894, 6/1/1984
Once Upon a Time in Anatolia, CGld, $152408, 6, $10952, 1, 1/4/2012
Once Upon a Time in Mexico, Sony, $56359780, 3289, $23424118, 3282, 9/12/2003
Once Upon a Time in Mumbai Dobaara, B4U, n/a, 122, n/a, 122, 8/15/2013
Once Upon a Time in the Midlands, SPC, $172564, 17, $21475, 6, 8/29/2003
Once Upon a Time Veronica (Era uma vez eu Veronica), BWP, n/a, n/a, n/a, n/a, 11/28/2014
Once Upon a Time... When We Were Colored, Leg., $2291255, 77, $75675, 14, 1/26/1996
Once Were Warriors, FL, $1608570, n/a, n/a, n/a, 3/3/1995
Ondine, Magn., $550472, 39, $27497, 5, 6/4/2010
The One, SonR, $43905746, 2894, $19112404, 2894, 11/2/2001
The One (2011), TLA, n/a, 1, n/a, 1, 10/7/2011
The One and Only, Par., $16928137, n/a, n/a, n/a, 2/2/1978
One Bright Shining Moment: The Forgotten Summer of George McGovern, FRun, $15504, 2, $2876, 1, 9/16/2005
One Chance, Wein., $101196, 43, $33405, 43, 10/10/2014
One Crazy Summer, WB, $13431806, 984, $3433952, 984, 8/8/1986
One Cut One Life, FRun, $9406, 2, $4127, 2, 5/13/2015
One Day, Focus, $13843771, 1725, $5079566, 1719, 8/19/2011
One Day in September, SPC, $156818, 5, $15149, 5, 11/17/2000
One Day Pina Asked..., Icar., $18016, 2, $1756, 1, 4/4/2014
One Day You'll Understand, Kino, $145642, 7, $19198, 3, 10/31/2008
One Direction: This is Us, TriS, $28873374, 2735, $15815497, 2735, 8/30/2013
One Direction: Where We Are, N/A, n/a, n/a, n/a, n/a, TBD
One False Move, IRS, $1543112, 32, $44545, 5, 5/8/1992
One Fine Day, Fox, $46151454, 1975, $6226430, 1946, 12/20/1996
One Flew Over the Cuckoo's Nest, UA, $108981275, n/a, n/a, n/a, 11/20/1975
One For the Money, LGF, $26414527, 2737, $11515790, 2737, 1/27/2012
One from the Heart, Col., $636796, 41, $389249, 41, 2/12/1982
One Good Cop, BV, $11276846, 1454, $3360277, 1353, 5/3/1991
One Hour Photo, FoxS, $31597131, 1332, $321515, 7, 8/21/2002
The One I Love, RTWC, $513447, 82, $48059, 8, 8/22/2014
The One I Wrote For You, Abr., $58872, 49, $48643, 49, 12/5/2014
One Last Thing..., Magn., $13334, 21, $9160, 21, 5/5/2006
One Magic Christmas, BV, $13677222, 827, $2662241, 824, 11/22/1985
One Man's Hero, MGM, $240067, 52, $108567, 52, 9/24/1999
One Missed Call, WB, $26890041, 2240, $12511473, 2240, 1/4/2008
One More Round, SilP., $10629, 2, $4984, 2, 2/25/2005
One More Time, SM, n/a, n/a, n/a, n/a, 4/8/2016
One Night at McCool's, USA, $6290673, 1818, $2520041, 1818, 4/27/2001
One Night Stand, NL, $2642983, 407, $978819, 407, 11/14/1997
One Night with the King, 8X, $13395961, 909, $4120497, 909, 10/13/2006
One Peace at a Time, Mont., $11698, 2, $4138, 1, 12/4/2009
One Piece Film: Gold, FUN, $423593, 372, $50241, 13, 1/10/2017
One Piece Movie: The Desert Princess and the Pirates Adventures in Alabasta, BPic, $6587, 97, $5791, 97, 2/7/2008
One Small Hitch, Free, $7965, 10, $5328, 10, 2/6/2015
One to Another, Strand, $18435, 1, $4515, 1, 6/29/2007
One Tough Cop, Strat., $1223034, 415, $651350, 415, 10/9/1998
One Track Heart: The Story of Krishna Das, Zeit., $100401, 5, $11515, 1, 5/8/2013
One True Thing, Uni., $23245840, 1636, $6606455, 1590, 9/18/1998
One Two Three, Eros, $274589, 42, $246724, 42, 3/28/2008
One Week, Film, $190441, 18, $77575, 18, 10/19/2001
One Week and a Day, Osci., $41614, 16, $6833, 3, 4/28/2017
One-Trick Pony, WB, $843215, n/a, $150809, 30, 10/3/1980
Onegin, Gold., $206128, 6, $8855, 1, 12/17/1999
The Ones Below, Magn., $12488, 4, $5191, 4, 5/27/2016
Ong Bak 2: The Beginning, Magn., $102458, 12, $26564, 10, 10/23/2009
Ong Bak 3, Magn., $14890, 4, $5648, 3, 1/14/2011
Ong Bak: The Thai Warrior, Magn., $4563167, 387, $1334869, 387, 2/11/2005
The Onion Field, AVCO, $9890597, n/a, n/a, n/a, 9/19/1979
Only Angels Have Wings, Col., n/a, n/a, n/a, n/a, 5/12/1939
Only God Forgives, RTWC, $779188, 81, $313958, 78, 7/19/2013
Only Human, Magn., $284961, 13, $9590, 2, 6/16/2006
The Only Living Boy in New York, RAtt., $624332, 289, $54458, 15, 8/11/2017
Only Lovers Left Alive, SPC, $1879534, 95, $87989, 4, 4/11/2014
The Only Real Game, TORG, $5384, 1, $1130, 1, 3/7/2014
Only The Brave, Sony, $17655285, 2577, $6002665, 2577, 10/20/2017
Only the Brave, Indic., $150000, 5, $14825, 5, 5/28/2010
Only the Lonely, Fox, $21830957, 1553, $5997993, 1521, 5/24/1991
Only the Strong, Fox, $3283371, 668, $1286889, 668, 8/27/1993
Only the Strong Survive, Mira., $57581, 13, $22035, 12, 5/9/2003
Only the Young, Osci., $15312, 2, $1446, 1, 12/7/2012
The Only Thrill, Leg., $52436, n/a, n/a, n/a, 2/13/1998
Only When I Dance, FM, $8738, 1, $2181, 1, 7/2/2010
Only When I Laugh, Col., $25524778, n/a, n/a, n/a, 9/23/1981
Only Yesterday (2016 re-release), GK, $453243, 44, $14970, 1, 1/1/2016
Only You, CL, $61565, 13, $27311, 13, 7/24/2015
Only You, TriS, $20059210, 1617, $5711738, 1600, 10/7/1994
Onmyoji, Pio., $16234, 3, $6258, 2, 4/25/2003
Oogieloves In The BIG Balloon Adventure, KVP, $1065907, 2160, $443901, 2160, 8/29/2012
OPA!, Cdgm., $52453, 221, $52453, 221, 10/16/2009
Opal Dream, Strand, $14443, 4, $2716, 4, 11/22/2006
Open Doors, OrionC, $123470, 6, $15726, 2, 3/8/1991
Open Grave, Trib., n/a, n/a, n/a, n/a, 1/3/2014
Open Hearts, NM, $136170, 13, $14224, 2, 2/21/2003
Open My Heart, Strand, $4381, 1, $2049, 1, 12/17/2004
Open Range, BV, $58331254, 2268, $14047781, 2075, 8/15/2003
The Open Road, Anch., $19716, 14, $13323, 14, 8/28/2009
Open Season, Sony, $85105259, 3833, $23624548, 3833, 9/29/2006
Open Season (1996), Leg., $9481, 5, $5233, 5, 5/3/1996
Open Season 3, SPHE, n/a, n/a, n/a, n/a, 1/25/2011
Open Water, Lions, $30610863, 2709, $1100943, 47, 8/6/2004
Open Windows, Cdgm., $1750, n/a, n/a, n/a, 11/7/2014
Open Your Eyes, Art., $370720, 34, $38289, 10, 4/16/1999
Opening Night, Castle, $23488, 1, $10491, 1, 5/17/1991
Opening Night (2017), Instrum, n/a, n/a, n/a, n/a, 6/2/2017
The Opera Lover, Outr., $1798, 2, $1167, 2, 9/27/2002
Operation Chromite, CJ, $1023348, 114, $31662, 1, 8/5/2016
Operation Condor, Mira., $10405394, 1532, $4731751, 1532, 7/18/1997
Operation Crossbow, MGM, n/a, n/a, n/a, n/a, 4/1/1965
Operation Dumbo Drop, BV, $24670346, 2158, $6392155, 2145, 7/28/1995
Operation Filmmaker, Icar., $11573, 1, $2964, 1, 6/4/2008
Operation Homecoming, Docu., $6795, 1, $4516, 1, 2/9/2007
Operation Mekong, WGUSA, $800012, 29, $85082, 25, 9/30/2016
Operation Pacific, WB, n/a, n/a, n/a, n/a, 1/27/1951
Operation Snafu, AIP, n/a, n/a, n/a, n/a, 1965
The Operative, ArcEnt, n/a, n/a, n/a, n/a, 6/23/2017
The Opportunists, First, $584054, 31, $46967, 5, 8/11/2000
Opportunity Knocks, Uni., $11359129, 1275, $3512625, 1275, 3/30/1990
The Opposite of Sex, SPC, $5881367, 165, $102385, 5, 5/22/1998
The Opposite Sex and How to Live With Them, Mira., $690966, 630, $525004, 630, 3/26/1993
The Optimists: The Story of the Rescue of the Bulgarian Jews from the Holocaust, Castle, $2377, 1, $2377, 1, 10/21/2005
Opus: The Last Christmas, Wein., n/a, n/a, n/a, n/a, TBD
Or (My Treasure), Kino, $29194, 2, $5022, 2, 6/1/2005
Orange County, Par., $41076018, 2317, $15053226, 2317, 1/11/2002
The Oranges, ATO, $366377, 110, $198461, 110, 10/5/2012
Oranges and Sunshine, Cohen, $143480, 15, $18600, 4, 10/21/2011
Orca, Par., $14717854, n/a, n/a, n/a, 7/13/1977
Orchestra of Exiles, FRun, $34577, 5, $6719, 1, 10/26/2012
The Ordeal (Calvaire), Palm, $3260, 1, $890, 1, 8/11/2006
The Order, Fox, $7660806, 1975, $4438899, 1975, 9/5/2003
The Order of Myths, CGld, $62645, 3, $7056, 1, 7/25/2008
Ordinary People, Par., $54766923, n/a, $170335, 6, 9/19/1980
Ordinary Sinner, Jour, $4083, 1, $3072, 1, 2/14/2003
Orgasm Inc., FRun, $49001, 3, $8773, 2, 2/11/2011
Orgazmo, Oct., $602302, 94, $210073, 94, 10/23/1998
Original Gangstas, Orion, $3718087, 480, $1157721, 474, 5/10/1996
The Original Kings of Comedy, Par., $38182790, 1082, $11053832, 847, 8/18/2000
Original Sin, MGM, $16534221, 2194, $6402741, 2194, 8/3/2001
Orlando, SPC, $5319445*, 78, $107030, 3, 6/9/1993
Orlando (re-issue), SPC, $58198*, 5, $10885, 2, 7/23/2010
The Ornithologist, Strand, $50511, 6, $6132, 2, 6/23/2017
Orphan, WB, $41596251, 2750, $12871483, 2750, 7/24/2009
The Orphanage, PicH, $7161284, 707, $233323, 19, 12/28/2007
Orphans, Shoot., $54754, 19, $16098, 19, 3/10/2000
Orphans (1987), Lori, $252430, 25, $14588, 1, 9/18/1987
Orwell Rolls in His Grave, SHB, $20389, 3, $6059, 1, 7/23/2004
Osama, UA, $1270904, 35, $51969, 4, 2/6/2004
Oscar, BV, $23562716, 1391, $5091027, 1388, 4/26/1991
Oscar and Lucinda, FoxS, $1897404, 65, $83461, 7, 1/2/1998
The Oscar Nominated Short Films 2017, Shrts., $2835355, 272, $692399, 206, 2/10/2017
Oslo August 31st, Strand, $101475, 7, $9564, 2, 5/25/2012
Osmosis Jones, WB, $13596911, 2305, $5271248, 2305, 8/10/2001
OSS 117: Cairo Nest of Spies, MBox, $303543, 13, $31418, 9, 5/9/2008
OSS 117: Lost in Rio, MBox, $89375, 7, $10243, 3, 5/7/2010
The Osterman Weekend, Fox, $6486797, 670, $301129, 125, 10/21/1983
Oswald's Ghost, 7Art, $1796, 1, $1796, 1, 11/30/2007
Otello, Can., n/a, n/a, n/a, n/a, 1986
Othello, Sony, $2844379, 2, $29097, 2, 12/15/1995
Othello (2014 re-release), CFilms, $28980, 4, $6010, 2, 4/25/2014
The Other Boleyn Girl, Sony, $26814957, 1212, $8203061, 1166, 2/29/2008
The Other City, CF, $22539, 2, $10396, 2, 9/17/2010
The Other Conquest, Hom., $886410*, 74, $305308, 74, 4/21/2000
The Other Conquest (re-issue), USta., $8000*, 10, $8000, 10, 5/4/2007
The Other Dream Team, TFA, $135228, 14, $19821, 2, 9/28/2012
The Other End of the Line, MGM, $115592, 91, $59078, 91, 10/31/2008
The Other F Word, Osci., $53714, 6, $15792, 2, 11/4/2011
The Other Guys, Sony, $119219978, 3651, $35543162, 3651, 8/6/2010
The Other Half, BSM, n/a, n/a, n/a, n/a, 3/10/2017
The Other Man, Imag., $149528, 11, $51909, 8, 9/11/2009
The Other Man: F.W. de Klerk and the End of Apartheid in South Africa, FRun, $1747, 1, $1153, 1, 2/6/2015
The Other One, Indic., $17727, 6, $11718, 6, 6/26/2015
Other People, VE, $91441, 12, $36997, 12, 9/9/2016
Other People's Money, WB, $25682090, 1249, $5012332, 1246, 10/18/1991
The Other Side, FM, $8074, 1, $1246, 1, 5/20/2016
The Other Side of Heaven, Excel, $4720371, 306, $55765, 2, 12/14/2001
The Other Side of Midnight, Fox, $24652021, n/a, n/a, n/a, 6/8/1977
The Other Side of Sunday, First, $4769, 1, $2621, 1, 5/1/1998
The Other Side of the Bed, Sun., $113543, 10, $41597, 10, 8/29/2003
The Other Side of the Door, Fox, $3000342, 585, $1211210, 546, 3/4/2016
The Other Side of the Mountain Part II, Uni., $11565678, n/a, n/a, n/a, 1/1/1978
The Other Side of the Street, Strand, $55459, 3, $4316, 1, 2/25/2005
The Other Sister, BV, $27807627, 1863, $6624445, 1343, 2/26/1999
The Other Son, Cohen, $1285918, 53, $125691, 41, 10/26/2012
The Other Woman, IFC, $25423, 9, $6224, 2, 2/4/2011
The Other Woman (2014), Fox, $83911193, 3306, $24763752, 3205, 4/25/2014
The Other World, Artma, $2494, 1, $1119, 1, 8/6/2004
The Others, Mira., $96522687, 2843, $14089952, 1678, 8/10/2001
Otter 501, Pala., $24449, 4, $5444, 3, 5/11/2012
Otto; or Up with the Dead People, Strand, $11295, 2, $3456, 1, 11/7/2008
The Ottoman Lieutenant, Pala., $240978, 216, $149830, 216, 3/10/2017
Ouija, Uni., $50856010, 2899, $19875995, 2858, 10/24/2014
Ouija: Origin of Evil, Uni., $35144505, 3168, $14065500, 3167, 10/21/2016
Our Brand Is Crisis, Koch, $166750, 2, $7970, 1, 3/1/2006
Our Brand Is Crisis (2015), WB, $7002261, 2202, $3238433, 2202, 10/30/2015
Our Children, Distrib., $23203, 4, $5500, 1, 8/2/2013
Our City Dreams, FRun, $34972, 3, $4056, 1, 2/6/2009
Our Family Wedding, FoxS, $20255281, 1609, $7629862, 1605, 3/12/2010
Our Idiot Brother, Wein., $24816118, 2555, $7011631, 2555, 8/26/2011
Our Kind of Traitor, RAtt., $3153157, 399, $984698, 373, 7/1/2016
Our Lady of the Assassins, ParC, $525330, 24, $56069, 4, 9/7/2001
Our Last Tango, Strand, $100086, 6, $6550, 1, 4/15/2016
Our Little Sister, SPC, $467555*, 33, $25118, 3, 7/8/2016
Our Little Sister (Canadian), Mon, $64441*, 10, $2078, 1, 9/23/2015
Our Man in Tehran, FRun, $5573, 3, $1640, 1, 5/15/2015
Our Music (Notre Musique), Wells, $139922, 8, $8210, 1, 11/24/2004
Our Nixon, Cdgm., $20584, 5, $6090, 3, 8/30/2013
Our President, CJ, $507268, 41, $9421, 1, 6/2/2017
Our Time Will Come, CL, $114560, 18, $50619, 18, 7/7/2017
Our Vines Have Tender Grapes, MGM, n/a, n/a, n/a, n/a, 9/6/1945
Our Winning Season, AIP, $1997705, n/a, n/a, n/a, 6/2/1978
Out 1 noli me tangere, CFilms, $31539, 4, $12537, 4, 11/6/2015
Out Cold, BV, $13906394, 2011, $4531665, 2011, 11/21/2001
Out Cold (1989), Hemd, $294266, 142, $201499, 142, 3/3/1989
Out for Justice, WB, $39673161, 2010, $10524026, 2010, 4/12/1991
Out in the Dark, BGP, $26966, 6, $14067, 6, 9/27/2013
Out of Africa, Uni., $87071205, 1102, $3637290, 922, 12/20/1985
Out of Bounds, Col., $5099316, 1207, $2144764, 1207, 7/25/1986
